key,summary,type,status,priority,created_ok,updated_ok,dates_ok,required_ok,key_format_ok,unique_key_ok,link_ref_errors
DF-502,Create & Validate Databricks Dashboard,Story,Rejected,Medium,True,True,True,True,True,True,0
DF-501,Create FreshService Catalog Item(s) - Measurement,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-500,Create Terraform Scripts,Sub-task,Done,High,True,True,True,True,True,True,0
DF-499,Create Databricks Groups,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-498,Create AD Groups,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-497,Create Data Access Package,Story,Done,Medium,True,True,True,True,True,True,0
DF-496,Load Power BI metadata to Unity Catalog,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-495,Create FreshService Catalog Item(s) - Measurement,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-494,Create Power BI Workspace and Connection,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-493,Create Terraform Scripts,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-492,Create SQL Warehouse,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-491,Create Unity Catalog Schema,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-490,Create Databricks Groups,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-489,Create AD Groups,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-488,Create Business Access Package,Story,Done,Medium,True,True,True,True,True,True,0
DF-487,Volume Data: Create Data Transformation Pipeline,Story,In Evaluation,Medium,True,True,True,True,True,True,0
DF-486,"Ingest ""Raw"" Measurement Data from AWS",Story,Done,Highest,True,True,True,True,True,True,0
DF-485,Define Data Product Requirements,Story,In Progress,Medium,True,True,True,True,True,True,0
DF-484,Create & Validate Power BI Semantic Model,Story,In Evaluation,Medium,True,True,True,True,True,True,0
DF-483,Measurement Data,Epic,In Progress,Medium,True,True,True,True,True,True,0
DF-482,Review Detailed Emissions dashboard,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-481,NFR-29 Usage reports should be created to show user activity with system for metric analysis,Story,Backlog,Medium,True,True,True,True,True,True,0
DF-480,NFR-28 Create automated tests for validating integrations,Story,Backlog,Medium,True,True,True,True,True,True,0
DF-479,NFR-27 Functional tests should be outlined for Data Storefront,Story,Backlog,Medium,True,True,True,True,True,True,0
DF-478,NFR-26 Basic unit tests should accompany all development work,Task,Backlog,Medium,True,True,True,True,True,True,0
DF-477,NFR-25 Integrations should be limited to daily to minimize API calls and network traffic,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-476,NFR-24 Data Storefront should be constructed in a way to minimize network traffic or API calls to FreshService,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-475,NFR-23 Data Storefront should perform it’s actions quickly as would be expected of a site of it’s use,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-474,NFR-22 System will give customer straightforward and informative error messages in the case of partial or whole system failure,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-473,NFR-21 System will support caching of customer PARs to account for issues with FreshService or Orchestration Server,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-472,NFR-20 Updates and maintenance would be scheduled outside of standard business hours,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-471,"NFR-18 Transactions for requests, integrations, etc will be logged and easily accessible by support",Task,Backlog,Medium,True,True,True,True,True,True,0
DF-470,NFR-19 Website monitoring software should notify support of service outages (SolarWinds),Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-469,NFR-17 High availability during standard business hours,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-468,Build Pipeline for S&P Data,Story,Rejected,Medium,True,True,True,True,True,True,0
DF-467,Build Pipeline for Woodmac Data,Story,Rejected,Medium,True,True,True,True,True,True,0
DF-466,Update README,Story,Done,Medium,True,True,True,True,True,True,0
DF-465,NFR-16 Data Storefront will have tabs for Data Storefront and My Requests,Sub-task,In Progress,Medium,True,True,True,True,True,True,0
DF-464,NFR-15 Data Storefront will contain a landing page,Sub-task,User Testing,Medium,True,True,True,True,True,True,0
DF-463,NFR-13 Data Menu will include contact mechanism for support (form or email address),Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-462,NFR-12 Data Menu design will be modern and follow standard best practices,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-461,NRF-11 Data Menu will show cards representing the available products grouped into easy-to-understand categories using product meta data,Sub-task,User Testing,Medium,True,True,True,True,True,True,0
DF-460,NFR-10 Data Menu will have a search box (potentially Gen AI based),Sub-task,User Testing,Medium,True,True,True,True,True,True,0
DF-459,"NFR-9 Data Menu will allow the customer to filter, sort, and search the available products",Sub-task,User Testing,Medium,True,True,True,True,True,True,0
DF-458,Data Storefront Development,Story,In Progress,Medium,True,True,True,True,True,True,0
DF-457,NFR-3 Integration between DUC+ and FreshService secured,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-456,NFR-8 Data Menu code will be securely stored in a code repository,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-455,NFR-7 All Data Storefront code will be code reviewed,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-454,NFR-6 Architecture of Orchestration Server and FreshService approved by Cybersecurity,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-453,NFR-5 Integration between FreshService and Orchestration Server secured,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-452,NFR-4 Integration between FreshService and Data Storefront secured,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-451,NFR-2 Data Storefront should be deployed to AWS or on an OnPrem Windows server and only accessible on Keyera network,Sub-task,In Progress,Medium,True,True,True,True,True,True,0
DF-450,Data Storefront Infrastructure,Story,In Progress,Medium,True,True,True,True,True,True,0
DF-449,NFR-1 Data Storefront will be secured by requiring a login using Keyera SSO/AD,Story,Approved to Start,Medium,True,True,True,True,True,True,0
DF-448,"FR-14 DUC+ to FreshService integration will include process to add, update, or remove SCIs (may be automated or manual)",Story,Approved to Start,Medium,True,True,True,True,True,True,0
DF-447,FR-13 Orchestration Server will run scripts that configure access to approved security groups,Story,Deploy,Medium,True,True,True,True,True,True,0
DF-446,FR-12 Orchestration Server will communicate with Keyera systems (like AD),Story,Deploy,Medium,True,True,True,True,True,True,0
DF-445,FR-11 FreshService will call Orchestration Server to automate tasks (such as adding users to AD groups),Story,Deploy,Medium,True,True,True,True,True,True,0
DF-444,FR-10 FreshService will allow for approvals by approver defined in meta data in DUC+,Story,Deploy,Medium,True,True,True,True,True,True,0
DF-443,FR-9 FreshService will have a group of defined workflows and automations for processing every SCI,Story,Deploy,Medium,True,True,True,True,True,True,0
DF-442,FR-8 FreshService will have a service catalogue item (SCI) for every item in the DUC+,Story,Deploy,Medium,True,True,True,True,True,True,0
DF-441,FR-7 FreshService will import a list of product items from the Databricks Unity Catalog Plus (DUC+) via flat file integration every day at 4,Story,Backlog,Medium,True,True,True,True,True,True,0
DF-440,FR-6 Data Storefront will GET FreshService service catalog items flat file and store it in a folder accessible to Data Menu every day at 5:3,Story,Done,Medium,True,True,True,True,True,True,0
DF-439,FR-5 Data Storefront will show a list of the customer’s tickets/PARs (receipt list),Story,Done,Medium,True,True,True,True,True,True,0
DF-438,FR-4 Data Menu will show a product summary page when a customer clicks on a “card”,Story,Done,Medium,True,True,True,True,True,True,0
DF-437,"FR-3 Data Storefront will request from FreshService all tickets as ""My Requests"" via API call",Story,Done,Medium,True,True,True,True,True,True,0
DF-436,FR-2 Catalog will communicate customer product access requests (PAR) to FreshService via API call,Story,Done,Medium,True,True,True,True,True,True,0
DF-435,FR-1 Catalog Will Extract Data From a FreshService JSON Export File,Story,Done,Medium,True,True,True,True,True,True,0
DF-434,SCI Review for DF-39 (Measurement Items),Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-432,Gold 1: Posted Volumes table - testing,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-431,Document Technical Standards for Code & Deployment Management,Story,Approved to Start,Low,True,True,True,True,True,True,0
DF-430,Document Technical Standards for Security & Authentication,Story,In Progress,Highest,True,True,True,True,True,True,0
DF-429,Document Technical Standards for Databricks Platform Management,Story,In Progress,Medium,True,True,True,True,True,True,0
DF-428,Document Technical Standards for Medallion Architecture,Story,Done,Low,True,True,True,True,True,True,0
DF-426,Document Technical Standards for Operational Reporting,Story,Approved to Start,Medium,True,True,True,True,True,True,0
DF-425,Document Technical Standards for Cost Controls,Story,Approved to Start,Medium,True,True,True,True,True,True,0
DF-424,Document Technical Standards for Data Ingestion,Story,In Progress,Medium,True,True,True,True,True,True,0
DF-423,Document Technical Standards for Databricks Dashboards,Story,Approved to Start,Low,True,True,True,True,True,True,0
DF-422,Document General Architectural Principles & Best Practices,Story,Done,Medium,True,True,True,True,True,True,0
DF-421,Ingest QRMTIPS.QCTRL_PLANT_HDR table,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-404,x-Ingest Data from Source System,Story,Rejected,Medium,True,True,True,True,True,True,0
DF-400,Define Data Product Requirements,Story,In Evaluation,Medium,True,True,True,True,True,True,0
DF-399,Deploy conversation history and conversation awareness to test and prod,Story,Done,Medium,True,True,True,True,True,True,0
DF-397,Prod AD group for Benny updated to all Keyera users,Story,Rejected,Medium,True,True,True,True,True,True,0
DF-396,Restore conversation history & context; fix issues with front end conversation state storage,Story,Done,Highest,True,True,True,True,True,True,0
DF-395,Can't use the mouse to select text in the text field,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-394,Scrollbar is missing on chats,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-393,Disclaimer Missing,Story,Rejected,Highest,True,True,True,True,True,True,0
DF-391,Front end remove local storage,Story,Rejected,Medium,True,True,True,True,True,True,0
DF-390,Develop sustainment RACI for Storefront,Story,Backlog,Medium,True,True,True,True,True,True,0
DF-389,Update BRD,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-388,Review BRD,Sub-task,Rejected,Medium,True,True,True,True,True,True,0
DF-387,Review Ops dashboard,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-386,Effective Configuration Date on Misc Fuel Consumers,Story,Done,Highest,True,True,True,True,True,True,0
DF-385,Gold 2: G&P BD Customer Summary table - testing,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-384,Gold 4: Creating the G&P ACCTG - References table(s),Story,Done,Medium,True,True,True,True,True,True,0
DF-383,Gold 6: Creating the G&P ACCTG - Deductions table,Story,Done,Medium,True,True,True,True,True,True,0
DF-382,Gold 5: Creating the G&P ACCTG – Meter Hierarchy table,Story,Done,Medium,True,True,True,True,True,True,0
DF-381,QQ-TIPS meter mapping 3 - maintaining,Story,Rejected,Medium,True,True,True,True,True,True,0
DF-380,QQ-TIPS meter mapping 2 - ingesting,Sub-task,Rejected,Medium,True,True,True,True,True,True,0
DF-379,Gold 7: TIPS to Q2 Meter Mapping Table,Story,In Evaluation,Medium,True,True,True,True,True,True,0
DF-378,Gold 3: Creating the G&P BD - Customer Volume Historical Proportions table,Story,Done,Highest,True,True,True,True,True,True,0
DF-377,Gold 2: Creating the G&P DB - Customer Summary table,Story,Done,Highest,True,True,True,True,True,True,0
DF-376,Gold 1: Creating G&P ACCTG - Posted Volumes table,Story,Done,Medium,True,True,True,True,True,True,0
DF-363,OS BD: Add columns to QByte Data,Story,Rejected,Medium,True,True,True,True,True,True,0
DF-362,Facility Balance Report for Logistics,Story,Rejected,Medium,True,True,True,True,True,True,0
DF-361,Ingest additional tables into eONE Silver,Story,In Evaluation,Medium,True,True,True,True,True,True,0
DF-360,Balancing Data: Create Data Transformation Pipeline,Epic,In Progress,High,True,True,True,True,True,True,0
DF-359,Use allocated_volume_e3m3 for Fuel in Compliance Summary,Story,Done,Highest,True,True,True,True,True,True,0
DF-358,Confirm if we can open Benny to all Keyera rather than Canada only,Story,Done,Medium,True,True,True,True,True,True,0
DF-357,Add logic to handle most recent hours for equipment rate method for volumes,Story,Done,Highest,True,True,True,True,True,True,0
DF-356,Incorporate facility hierarchy mapping into Petrinex dashboard,Story,Backlog,Medium,True,True,True,True,True,True,0
DF-355,Create Project Status Dashboard,Story,Done,High,True,True,True,True,True,True,0
DF-354,"Assess naming of all workspaces, resources, groups, etc.",Task,Rejected,Low,True,True,True,True,True,True,0
DF-350,Possible missing data in TIPS extract,Bug,Done,Highest,True,True,True,True,True,True,0
DF-348,Decommission DMS,Story,In Progress,Low,True,True,True,True,True,True,0
DF-347,Define and review metadata for new venting_emissions_metrics and abgpi_metrics tables with the business,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-346,Productionize Wapiti Operations dashboard,Story,Done,High,True,True,True,True,True,True,0
DF-345,Productionize Rimbey Operations dashboard,Story,Done,High,True,True,True,True,True,True,0
DF-344,Production Deployment,Story,Done,Medium,True,True,True,True,True,True,0
DF-343,Review Wapiti Q2 Meters,Story,Done,Highest,True,True,True,True,True,True,0
DF-342,Develop Project & Sustainment Proccesses,Epic,In Evaluation,Lowest,True,True,True,True,True,True,0
DF-341,Databricks Fundamentals Training,Story,Done,High,True,True,True,True,True,True,0
DF-340,Data Engineering Training,Story,Rejected,High,True,True,True,True,True,True,0
DF-339,Data Analyst Training,Story,Rejected,High,True,True,True,True,True,True,0
DF-338,Training,Epic,Done,High,True,True,True,True,True,True,0
DF-337,Document Technical Standards for Power BI Integration,Story,In Progress,High,True,True,True,True,True,True,0
DF-336,Develop & Document Technical Standards,Epic,In Progress,Highest,True,True,True,True,True,True,0
DF-335,Exclude emissions data prior to Measurements volumes sign-off date (Rimbey and Wapiti),Story,Done,Highest,True,True,True,True,True,True,0
DF-334,Update Measurement Composition and Volumes Dashboards,Story,Done,Medium,True,True,True,True,True,True,0
DF-333,Deductions / Report Gold Table,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-332,Posted Volume Gold Table,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-331,Meter Hierarchy Gold Table,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-330,Move the copy button on the left side of Benny's chat bubble,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-329,Create emissions data dictionary,Story,Rejected,Medium,True,True,True,True,True,True,0
DF-328,Automated testing for Sustainability dataset,Story,Backlog,Medium,True,True,True,True,True,True,0
DF-327,Add Benny's official icon in the conversation as its profile photo,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-326,Add a delay when showing Benny's responding status,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-325,Add tests for utility functions,Story,Backlog,Medium,True,True,True,True,True,True,0
DF-324,Sneha Orthner Report - Q2,Story,Done,Medium,True,True,True,True,True,True,0
DF-323,Weekly Production Report - Simonette - Q2,Story,Done,Medium,True,True,True,True,True,True,0
DF-322,Weekly Production Report - Wapiti Report - Q2,Story,Done,Medium,True,True,True,True,True,True,0
DF-321,Create separate Wapiti and Rimbey emissions dashboards,Story,Rejected,Highest,True,True,True,True,True,True,0
DF-320,Update Knowledge Base Documents based on HR Feedback,Story,Done,Medium,True,True,True,True,True,True,0
DF-319,Flare Emissions and Liquid Fuel Emissions can't cast a column from String to Int because it is malformed,Bug,Rejected,Highest,True,True,True,True,True,True,0
DF-318,Pull sustainability excel data based on effective_configuration_date,Story,Rejected,Low,True,True,True,True,True,True,0
DF-317,Update emissions dashboard to make sure ACGAS Blowdown Heater analysis group is in Production Inputs,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-316,Add new equip_allocated_volumes columns to manual notebook,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-315,Update fuel_gas_combustion with new composition logic,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-314,"Add composition_group, emissions_group cols to equip_allocated_volumes",Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-313,Get rid of duplicate CO2 mol weight in Gas Properties,Story,Backlog,Low,True,True,True,True,True,True,0
DF-312,Draft Chatbot Test Runbook (Governance focused),Task,In Progress,Medium,True,True,True,True,True,True,0
DF-311,Draft Chatbot Testing Strategy,Task,In Progress,Medium,True,True,True,True,True,True,0
DF-310,Draft Chatbot Support Strategy,Task,In Progress,Medium,True,True,True,True,True,True,0
DF-309,Draft Chatbot Incident Response and Roll-Back Plan,Task,In Progress,Medium,True,True,True,True,True,True,0
DF-308,Draft Chatbot Deployment Plan,Task,In Progress,Medium,True,True,True,True,True,True,0
DF-306,Databricks Calculation Table (Sum-If Calculations),Sub-task,Rejected,Medium,True,True,True,True,True,True,0
DF-305,Ingest TIPS Data per metadata product definition,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-304,2 - Ingest Data from the Source System (TIPS),Story,Done,Medium,True,True,True,True,True,True,0
DF-290,GenAI Risk Assessment & Sign-Off,Story,Done,Medium,True,True,True,True,True,True,0
DF-289,Draft Functional/Technical Design Document,Story,Approved to Start,Medium,True,True,True,True,True,True,0
DF-288,Draft Business Requirements Document,Story,In Progress,Medium,True,True,True,True,True,True,0
DF-287,General Use Chat Bot,Epic,In Progress,Lowest,True,True,True,True,True,True,0
DF-286,Create main numbered GenAI technical framework document,Story,In Progress,Medium,True,True,True,True,True,True,0
DF-285,GenAI Technical Framework,Epic,In Progress,Low,True,True,True,True,True,True,0
DF-284,Remove userid from conversation logging entirely,Story,Done,Medium,True,True,True,True,True,True,0
DF-283,Not prompted w/ Disclaimer for new sessions,Bug,Rejected,Medium,True,True,True,True,True,True,0
DF-281,Update source documentation,Story,Done,Medium,True,True,True,True,True,True,0
DF-280,Cleanup v2 tables in keyera_sustainability_* catalog,Story,Done,Low,True,True,True,True,True,True,0
DF-279,SQL Warehouse created and provisioned through terraform & apply budget policy to cluster,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-278,Interactive cluster created and provisioned through terraform & apply budget policy to cluster,Sub-task,In Progress,Medium,True,True,True,True,True,True,0
DF-277,Unity Catalog and schema created and provisioned through terraform,Sub-task,Approved to Start,Medium,True,True,True,True,True,True,0
DF-276,Add additional table to Bronze/Silver Tips - reference,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-265,"Add link to Benny under the ""Managed Favorites"" tab in internet browser",Story,Done,Medium,True,True,True,True,True,True,0
DF-264,Add Benny's profile pic and update colors to orange & blue,Story,Rejected,Medium,True,True,True,True,True,True,0
DF-263,Databricks Bundles deployment failing because of permission error,Bug,Done,Highest,True,True,True,True,True,True,0
DF-262,Update Measurements: Compositional Analysis dashboard with manual prod changes from May 9 @ 11am,Story,Done,Medium,True,True,True,True,True,True,0
DF-261,Automate the application of spreadsheet metadata into databricks,Sub-task,User Testing,Highest,True,True,True,True,True,True,0
DF-259,PP test,Sub-task,Rejected,Medium,True,True,True,True,True,True,0
DF-258,Fix the app's constant refresh,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-257,Add Environment Name to the Databricks Dashboards Name and remove _vXX.lvdash.json from dashboards/,Story,Done,Highest,True,True,True,True,True,True,0
DF-256,Visualize S&P Data - SUMMER STUDENTS,Task,Done,Medium,True,True,True,True,True,True,0
DF-236,LI Contracts & Amendments Processing,Epic,Backlog,Lowest,True,True,True,True,True,True,0
DF-226,G&P Contracts & Amendments Processing,Epic,Backlog,Lowest,True,True,True,True,True,True,0
DF-225,"SUMMER STUDENTS - Review Datasets, Start Visualizations in PowerBI/Databricks",Story,Done,Medium,True,True,True,True,True,True,0
DF-215,G&P BD Price Data - Toll & Fee,Epic,Rejected,Lowest,True,True,True,True,True,True,0
DF-205,G&P BD Monthly Forecast Customer Volumes,Epic,Rejected,Lowest,True,True,True,True,True,True,0
DF-195,G&P BD Daily Customer Volumes,Epic,Rejected,Lowest,True,True,True,True,True,True,0
DF-185,Cheecham Emissions Workflows,Epic,Backlog,Lowest,True,True,True,True,True,True,0
DF-184,Transform data into a suitable format for visualization and end-user presentation,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-183,Ingest all forward curve data,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-182,Ingest all forward curve meta-data tables,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-181,Create a service account that can be used to authenticate against the Argus APIs,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-180,Review all attached Argus documentation on how to access forward curve data,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-179,Ingest forward curve data via Argus API,Story,Done,Medium,True,True,True,True,True,True,0
DF-178,"Create a landing page that has space to display ""receipts"" from requests made to Freshservice",Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-177,Create an expanded data card view to show more information from the Freshservice service catalog items,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-176,Create a search menu to filter the data cards,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-175,Create a filter menu to filter the data cards,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-174,Create sample site that ingests Freshservice service catalog item file,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-173,Data Storefront UI/UX Components Prep,Story,Done,High,True,True,True,True,True,True,0
DF-171,Move work in progress dashboard from Dev to Test environment,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-170,S&P Data Visualization,Task,Done,Medium,True,True,True,True,True,True,0
DF-169,S&P Data Ingestion in Databricks,Task,Done,Medium,True,True,True,True,True,True,0
DF-168,Create Commodity Mapping Tempate,Task,Done,Medium,True,True,True,True,True,True,0
DF-166,SUMMER STUDENTS - Fundamentals Dashboard Attachments,Story,Rejected,Highest,True,True,True,True,True,True,0
DF-165,Final UI touches and bug fixes,Story,Done,Medium,True,True,True,True,True,True,0
DF-164,Total number of batches,Sub-task,In Evaluation,Medium,True,True,True,True,True,True,0
DF-163,List: Offload details,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-162,Bar chart: Max absolute deviation,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-161,List: Density range by source location,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-160,Pie chart: Sample reasons,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-159,Real-time sample assignment,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-158,Counter: Retained samples,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-157,Retained samples,Sub-task,In Evaluation,Medium,True,True,True,True,True,True,0
DF-156,metadata col info,Story,Done,Medium,True,True,True,True,True,True,0
DF-155,Break/Fix & Sustainment Items,Epic,In Progress,Highest,True,True,True,True,True,True,0
DF-154,Gold 6: FCTT Offloads and Samples Dashboard,Story,In Evaluation,Medium,True,True,True,True,True,True,0
DF-153,Gold 5: C5 Month End,Story,Approved to Start,Medium,True,True,True,True,True,True,0
DF-152,Gold 4: C3 Month End,Story,In Progress,Medium,True,True,True,True,True,True,0
DF-151,Gold 3: FCTT Sampling Criteria,Story,In Progress,Medium,True,True,True,True,True,True,0
DF-150,Gold 2: Sample Library,Story,In Progress,Medium,True,True,True,True,True,True,0
DF-149,Gold 1: FCTT Offloads and Samples,Story,In Progress,Medium,True,True,True,True,True,True,0
DF-145,Align Comms Plan w/ HR,Story,Done,Medium,True,True,True,True,True,True,0
DF-144,Cross Training,Sub-task,Rejected,Medium,True,True,True,True,True,True,0
DF-143,Document Support / Sustainment Process,Sub-task,Rejected,Medium,True,True,True,True,True,True,0
DF-142,Chatbot Support & Sustainment,Story,Rejected,Medium,True,True,True,True,True,True,0
DF-141,Confirm w/ Business that feedback (thumbs up/down) is not needed,Story,Done,Medium,True,True,True,True,True,True,0
DF-133,Ingest exchange data from Keyera's ThompsonReuters table,Story,Rejected,Medium,True,True,True,True,True,True,0
DF-132,Create Storefront Dev Environment,Story,Approved to Start,High,True,True,True,True,True,True,0
DF-131,Onboard Eric,Story,Done,High,True,True,True,True,True,True,0
DF-130,Develop Requirements & BRD,Story,Done,High,True,True,True,True,True,True,0
DF-128,Create report of convo summarization.,Story,Done,Medium,True,True,True,True,True,True,0
DF-127,Incorporate UAT feedback.,Story,Done,Medium,True,True,True,True,True,True,0
DF-126,Setup private network.,Story,Done,Medium,True,True,True,True,True,True,0
DF-125,Retore Benny's memory.,Story,Done,Medium,True,True,True,True,True,True,0
DF-124,Add activity_id = REC to the filters for silver_petrinex,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-123,Fix Serverless compute for Sharepoint ingestion,Story,Done,Highest,True,True,True,True,True,True,0
DF-122,Petrinex SDC2 logic isn't working correctly,Bug,Done,Highest,True,True,True,True,True,True,0
DF-121,"Change schedule of ""Daily Production Volumes"" workflow",Story,Done,High,True,True,True,True,True,True,0
DF-120,Schedule data refreshes to 8 am daily,Sub-task,Backlog,Medium,True,True,True,True,True,True,0
DF-119,Ingest Sharepoint data as strings into bronze and move data enforcement to silver,Story,Done,Highest,True,True,True,True,True,True,0
DF-118,Setup Permissions for Terraform Bitbucket Repo,Sub-task,Approved to Start,Medium,True,True,True,True,True,True,0
DF-117,FCTT Month End Preparations,Epic,Backlog,Lowest,True,True,True,True,True,True,0
DF-116,Offloads by source location,Sub-task,In Evaluation,Medium,True,True,True,True,True,True,0
DF-115,Total number of offloads,Sub-task,In Evaluation,Medium,True,True,True,True,True,True,0
DF-114,Total volume,Sub-task,In Evaluation,Medium,True,True,True,True,True,True,0
DF-113,Comp Match Data Ingestion,Story,In Progress,Medium,True,True,True,True,True,True,0
DF-112,Comp Match Data Access for Business,Epic,In Progress,Medium,True,True,True,True,True,True,0
DF-111,Create a matrix of AD groups and Freshservice Catalog items,Story,Done,High,True,True,True,True,True,True,0
DF-110,Develop Requirements,Story,Backlog,Low,True,True,True,True,True,True,0
DF-108,Benny the HR Benefits Chatbot,Epic,User Testing,High,True,True,True,True,True,True,0
DF-107,Data Storefront,Epic,In Progress,High,True,True,True,True,True,True,0
DF-106,Create Data Product Access Package,Story,Done,Medium,True,True,True,True,True,True,0
DF-105,Create Freshservice Catalog Item(s) and Provisioning Workflows - Fundamentals,Story,Done,Medium,True,True,True,True,True,True,0
DF-104,"Define, Create, and Load Metadata for Data Products",Story,User Testing,Low,True,True,True,True,True,True,0
DF-103,"1 - Define, Create, and Load Metadata for Data Products",Story,User Testing,High,True,True,True,True,True,True,0
DF-102,Setup PoC OpenID Connect to AWS,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-101,"Define Permissions, Naming Conventions and Resources for Fundamentals (or any other business area)",Sub-task,User Testing,Medium,True,True,True,True,True,True,0
DF-100,Terraform Deployment AWS Administrative Account,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-99,Terraform Deployments Documentation,Sub-task,Rejected,Medium,True,True,True,True,True,True,0
DF-98,Bitbucket Repo for Databricks Terraform Deployments,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-97,Terraform Deployment Script,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-96,Terraform Validation Script,Sub-task,Done,Medium,True,True,True,True,True,True,0
DF-95,Create Business User Access Package,Story,Done,Medium,True,True,True,True,True,True,0
DF-94,Test increased I/O limits in Databricks - TIPS test environment.,Sub-task,Done,Highest,True,True,True,True,True,True,0
DF-93,Team cannot access TIPS data due to sessions IO limits,Bug,Done,High,True,True,True,True,True,True,0
DF-92,Create Freshservice Catalog Item(s) and Provisioning Workflows - G&P Business Development,Story,Done,High,True,True,True,True,True,True,0
DF-91,Create Data Product Access Package,Story,Done,High,True,True,True,True,True,True,0
DF-90,GOLD DATASET QUERY: materialsmanagement_inventoryissue,Story,In Evaluation,Medium,True,True,True,True,True,True,0
DF-89,Review performance results with DBA + DF Team,Task,Done,Medium,True,True,True,True,True,True,0
DF-88,Maximo Work Order Cost Reporting Datasets,Epic,In Evaluation,Low,True,True,True,True,True,True,0
DF-87,Create Business User Access Package,Story,Done,High,True,True,True,True,True,True,0
DF-85,Run Petrinex Workflow to ingest Jan 2024 data,Story,Done,Highest,True,True,True,True,True,True,0
DF-84,Create Emissions: Operations dashboard,Story,Done,Highest,True,True,True,True,True,True,0
